episode,step,time_s,adv_reward,good_reward,actor_loss,critic_loss,entropy,kl,q_loss
3080,154000,610.6,256.5096,-31.3834,-0.0017,0.1309,2.0509,-0.0001,nan
3100,,,,,,,,,
3100,155000,615.9,285.1588,-32.6462,-0.0022,0.1706,2.0130,0.0006,nan
3120,156000,619.5,263.8324,-26.4651,-0.0013,0.1172,1.9985,-0.0001,nan
3140,157000,623.2,221.4113,-24.3404,-0.0015,0.1140,2.0175,0.0006,nan
3160,158000,626.9,258.8792,-30.3290,-0.0013,0.1282,2.0124,0.0001,nan
3180,159000,630.5,221.1827,-25.6345,-0.0019,0.1180,2.0169,-0.0002,nan
3200,,,,,,,,,
3200,160000,635.8,235.9291,-22.8665,-0.0021,0.1545,2.0028,0.0005,nan
3220,161000,639.4,215.8503,-29.5662,-0.0019,0.1519,1.9793,0.0002,nan
3240,162000,643.0,219.0906,-32.7620,-0.0012,0.1557,1.9855,0.0000,nan
3260,163000,646.6,229.9245,-34.2564,-0.0016,0.1168,2.0209,0.0005,nan
3280,164000,650.2,247.1844,-28.8924,-0.0015,0.1277,2.0401,0.0000,nan
3300,,,,,,,,,
3300,165000,655.6,213.3316,-28.5946,-0.0014,0.2362,1.9920,-0.0000,nan
3320,166000,659.2,225.1596,-31.8725,-0.0014,0.1469,2.0059,0.0004,nan
3340,167000,662.8,243.2938,-29.3314,-0.0017,0.1382,2.0190,0.0006,nan
3360,168000,666.4,241.2348,-30.5940,-0.0014,0.1449,2.0189,0.0002,nan
3380,169000,670.0,194.1992,-21.8625,-0.0015,0.1019,2.0047,0.0000,nan
3400,,,,,,,,,
3400,170000,675.4,271.5287,-42.1335,-0.0012,0.1910,1.9970,0.0001,nan
3420,171000,678.9,251.3275,-30.3568,-0.0012,0.1484,1.9997,-0.0002,nan
3440,172000,682.5,192.9592,-25.5898,-0.0018,0.1490,1.9925,0.0002,nan
3460,173000,686.1,308.0185,-33.9394,-0.0014,0.2352,1.9884,0.0002,nan
3480,174000,689.7,302.6153,-31.6177,-0.0011,0.1356,2.0008,0.0002,nan
3500,,,,,,,,,
3500,175000,695.0,264.6641,-24.4967,-0.0015,0.1331,1.9990,0.0001,nan
3520,176000,698.7,256.0728,-34.8576,-0.0015,0.1531,2.0005,0.0004,nan
3540,177000,702.3,249.9279,-33.5677,-0.0016,0.1730,2.0080,0.0004,nan
