episode,global_step,elapsed_s,adv_reward,good_reward,aloss_leader,aloss_adv,aloss_good,closs_adv,ent_adv,ent_good,kl_adv
2420,121000,653.7,21.369,-25.133,-0.0017,-0.0007,-0.0021,0.0209,1.2761,1.4454,-0.0000
2440,122000,658.8,30.270,-37.629,-0.0032,-0.0008,-0.0034,0.0399,1.2824,1.4459,0.0000
2460,123000,664.0,25.047,-18.399,-0.0017,-0.0012,-0.0025,0.0285,1.2602,1.4432,0.0005
2480,124000,669.2,28.910,-18.213,-0.0021,-0.0012,-0.0014,0.0231,1.2790,1.4383,0.0002
2500,125000,674.4,45.265,-25.737,-0.0024,-0.0011,-0.0009,0.0307,1.2665,1.4406,0.0005
2520,126000,679.7,27.817,-24.547,-0.0020,-0.0012,-0.0022,0.0247,1.2737,1.4178,-0.0001
2540,127000,684.7,45.421,-27.184,-0.0019,-0.0017,-0.0010,0.0368,1.2781,1.4450,0.0002
2560,128000,689.7,44.835,-30.279,-0.0018,-0.0008,-0.0015,0.0358,1.2552,1.4262,0.0008
2580,129000,695.0,38.139,-25.163,-0.0023,-0.0018,-0.0006,0.0295,1.2753,1.4428,0.0005
2600,,,,,,,,,,,
2600,130000,702.5,33.371,-22.574,-0.0023,-0.0011,-0.0007,0.0320,1.2816,1.4328,0.0004
2620,131000,707.6,28.672,-31.572,-0.0015,-0.0008,-0.0022,0.0241,1.2924,1.4289,-0.0004
2640,132000,712.6,34.729,-23.338,-0.0018,-0.0011,-0.0017,0.0254,1.2815,1.4371,0.0001
2660,133000,717.9,47.543,-30.976,-0.0015,-0.0010,-0.0007,0.0447,1.3053,1.4445,0.0004
2680,134000,723.2,40.219,-26.957,-0.0029,-0.0011,-0.0009,0.0380,1.3007,1.4408,-0.0001
2700,135000,728.4,32.848,-20.133,-0.0012,-0.0007,-0.0010,0.0196,1.3421,1.4259,0.0002
2720,136000,733.5,29.296,-18.475,-0.0019,-0.0013,-0.0011,0.0290,1.3201,1.4149,0.0005
2740,137000,738.7,17.957,-22.470,-0.0022,-0.0008,-0.0009,0.0324,1.3410,1.4356,-0.0004
2760,138000,743.9,20.876,-16.396,-0.0020,-0.0009,-0.0015,0.0261,1.3391,1.4480,0.0004
2780,139000,749.0,32.516,-20.589,-0.0025,-0.0008,-0.0014,0.0324,1.3526,1.4516,0.0001
2800,,,,,,,,,,,
2800,140000,756.5,35.111,-29.805,-0.0028,-0.0007,-0.0013,0.0258,1.3530,1.4673,0.0003
2820,141000,761.7,22.838,-30.686,-0.0029,-0.0012,-0.0034,0.0168,1.3290,1.4294,-0.0001
2840,142000,766.8,43.681,-27.302,-0.0018,-0.0006,-0.0009,0.0583,1.3273,1.4571,0.0002
2860,143000,771.9,30.658,-18.955,-0.0027,-0.0006,-0.0016,0.0417,1.3199,1.4502,0.0002
2880,144000,776.9,33.602,-26.870,-0.0022,-0.0013,-0.0017,0.0457,1.3096,1.4412,0.0007
2900,145000,782.1,29.113,-30.061,-0.0025,-0.0022,-0.0022,0.0246,1.3344,1.4351,-0.0008
2920,146000,787.2,40.328,-27.683,-0.0020,-0.0010,-0.0015,0.0332,1.3186,1.4105,-0.0001
2940,147000,792.4,40.486,-24.331,-0.0022,-0.0013,-0.0007,0.0421,1.2885,1.4298,0.0002
2960,148000,797.5,36.207,-26.978,-0.0016,-0.0013,-0.0011,0.0295,1.2517,1.4196,0.0006
2980,149000,802.8,18.722,-27.782,-0.0023,-0.0007,-0.0012,0.0209,1.2990,1.4421,0.0000
3000,,,,,,,,,,,
3000,150000,810.2,28.975,-25.631,-0.0030,-0.0010,-0.0012,0.0205,1.3158,1.4583,0.0001
3020,151000,815.4,26.351,-18.922,-0.0019,-0.0011,-0.0011,0.0285,1.3259,1.4710,-0.0005
3040,152000,820.5,35.629,-27.232,-0.0025,-0.0003,-0.0012,0.0279,1.3209,1.4525,0.0002
3060,153000,825.8,53.291,-33.632,-0.0018,-0.0006,-0.0009,0.0497,1.3387,1.4254,-0.0002
3080,154000,830.8,43.776,-26.196,-0.0019,-0.0005,-0.0018,0.0365,1.3330,1.4306,0.0000
3100,155000,836.0,46.377,-29.125,-0.0024,-0.0004,-0.0010,0.0296,1.3001,1.4269,0.0001
3120,156000,841.4,36.286,-25.625,-0.0020,-0.0007,-0.0014,0.0418,1.3353,1.4244,-0.0002
3140,157000,846.6,37.382,-25.391,-0.0016,-0.0008,-0.0010,0.0306,1.3417,1.4470,-0.0001
3160,158000,851.9,35.933,-31.971,-0.0019,-0.0006,-0.0015,0.0313,1.3135,1.4257,-0.0002
3180,159000,857.1,35.255,-25.622,-0.0013,-0.0008,-0.0016,0.0402,1.3340,1.4271,-0.0000
3200,,,,,,,,,,,
3200,160000,864.5,33.671,-23.768,-0.0027,-0.0008,-0.0015,0.0468,1.2907,1.4067,0.0001
3220,161000,869.8,29.530,-22.011,-0.0014,-0.0009,-0.0008,0.0215,1.2654,1.4365,0.0004
3240,162000,874.9,41.663,-27.489,-0.0022,-0.0010,-0.0011,0.0362,1.2804,1.4107,-0.0002
3260,163000,880.1,27.007,-24.065,-0.0018,-0.0010,-0.0011,0.0402,1.2618,1.4186,0.0002
3280,164000,885.3,27.534,-27.101,-0.0018,-0.0018,-0.0011,0.0288,1.2984,1.4241,0.0004
3300,165000,890.4,44.008,-32.545,-0.0018,-0.0009,-0.0032,0.0340,1.3186,1.4398,0.0002
3320,166000,895.5,35.943,-27.313,-0.0017,-0.0016,-0.0010,0.0497,1.2968,1.4549,0.0003
3340,167000,900.7,40.687,-28.163,-0.0024,-0.0006,-0.0010,0.0379,1.2854,1.4433,0.0004
3360,168000,905.9,42.590,-27.377,-0.0022,-0.0012,-0.0009,0.0389,1.2822,1.4422,-0.0001
3380,169000,911.1,38.504,-33.030,-0.0021,-0.0006,-0.0022,0.0261,1.3002,1.4320,-0.0002
3400,,,,,,,,,,,
3400,170000,918.6,47.940,-28.518,-0.0021,-0.0006,-0.0015,0.0554,1.2907,1.4508,0.0003
3420,171000,923.7,46.177,-33.178,-0.0021,-0.0006,-0.0015,0.0340,1.2658,1.4644,-0.0000
3440,172000,929.0,37.048,-24.229,-0.0026,-0.0005,-0.0014,0.0465,1.2953,1.4645,-0.0000
3460,173000,934.3,35.125,-25.665,-0.0015,-0.0012,-0.0017,0.0424,1.2849,1.4670,0.0003
3480,174000,939.4,29.362,-28.297,-0.0026,-0.0008,-0.0013,0.0272,1.2968,1.4676,0.0002
3500,175000,944.5,25.327,-21.120,-0.0035,-0.0008,-0.0013,0.0310,1.2673,1.4511,0.0002
3520,176000,949.7,30.263,-23.305,-0.0018,-0.0010,-0.0016,0.0299,1.2394,1.4638,0.0003
3540,177000,954.8,36.097,-26.523,-0.0019,-0.0008,-0.0015,0.0455,1.2955,1.4593,-0.0005
3560,178000,960.1,33.097,-23.447,-0.0025,-0.0005,-0.0008,0.0269,1.2837,1.4401,0.0000
3580,179000,965.4,41.852,-28.859,-0.0034,-0.0010,-0.0010,0.0370,1.2993,1.4583,0.0001
3600,,,,,,,,,,,
3600,180000,972.9,35.677,-32.504,-0.0024,-0.0005,-0.0022,0.0417,1.3006,1.4568,-0.0000
3620,181000,978.1,32.439,-30.795,-0.0018,-0.0010,-0.0026,0.0335,1.2652,1.4401,0.0004
3640,182000,983.2,42.397,-26.904,-0.0021,-0.0011,-0.0013,0.0491,1.3028,1.4429,0.0001
3660,183000,988.4,40.823,-26.298,-0.0023,-0.0009,-0.0008,0.0403,1.2966,1.4320,0.0006
3680,184000,993.6,35.257,-29.990,-0.0018,-0.0006,-0.0012,0.0313,1.3076,1.4229,0.0000
3700,185000,998.7,42.422,-29.142,-0.0023,-0.0016,-0.0017,0.0376,1.2866,1.4286,0.0002
3720,186000,1003.9,32.259,-32.010,-0.0015,-0.0018,-0.0016,0.0423,1.2471,1.4225,0.0003
3740,187000,1009.0,41.481,-43.985,-0.0019,-0.0005,-0.0008,0.0517,1.2613,1.4216,0.0006
3760,188000,1014.2,34.433,-38.158,-0.0032,-0.0009,-0.0024,0.0320,1.2082,1.4015,0.0006
3780,189000,1019.4,34.640,-25.747,-0.0022,-0.0010,-0.0019,0.0376,1.2219,1.3908,0.0005
3800,,,,,,,,,,,
3800,190000,1027.0,44.442,-29.154,-0.0021,-0.0009,-0.0013,0.0454,1.2493,1.3896,0.0001
3820,191000,1032.1,50.797,-30.336,-0.0031,-0.0013,-0.0012,0.0468,1.2545,1.3956,-0.0004
3840,192000,1037.3,49.473,-30.613,-0.0022,-0.0011,-0.0007,0.0656,1.2666,1.3759,0.0004
3860,193000,1042.5,38.218,-23.695,-0.0030,-0.0011,-0.0015,0.0396,1.3002,1.3630,-0.0001
3880,194000,1047.7,50.045,-29.463,-0.0020,-0.0009,-0.0022,0.0594,1.2785,1.3855,0.0001
3900,195000,1052.9,44.682,-27.306,-0.0026,-0.0008,-0.0021,0.0772,1.2806,1.4143,0.0001
3920,196000,1058.1,46.590,-31.663,-0.0020,-0.0009,-0.0030,0.0494,1.2957,1.4042,-0.0001
3940,197000,1063.3,44.403,-27.675,-0.0028,-0.0011,-0.0029,0.0637,1.2741,1.4136,-0.0002
3960,198000,1068.5,47.096,-27.300,-0.0019,-0.0015,-0.0035,0.0496,1.3228,1.4006,0.0009
3980,199000,1073.6,32.553,-26.262,-0.0022,-0.0008,-0.0006,0.0395,1.3155,1.3586,0.0002
4000,,,,,,,,,,,
4000,200000,1081.1,37.883,-24.055,-0.0022,-0.0010,-0.0013,0.0518,1.3443,1.3637,-0.0002
4020,201000,1086.2,28.264,-20.228,-0.0018,-0.0017,-0.0010,0.0316,1.3011,1.3756,-0.0001
4040,202000,1091.6,24.666,-19.028,-0.0031,-0.0011,-0.0024,0.0374,1.3117,1.3412,0.0007
4060,203000,1096.8,21.618,-18.114,-0.0016,-0.0015,-0.0014,0.0288,1.3520,1.3476,0.0005
4080,204000,1101.9,22.516,-22.509,-0.0030,-0.0023,-0.0011,0.0374,1.3179,1.3223,0.0006
4100,205000,1107.1,35.331,-34.317,-0.0015,-0.0007,-0.0023,0.0506,1.3640,1.3224,-0.0004
4120,206000,1112.2,33.052,-29.084,-0.0029,-0.0006,-0.0019,0.0455,1.3852,1.3360,0.0000
4140,207000,1117.4,43.459,-33.235,-0.0023,-0.0005,-0.0009,0.0548,1.3699,1.3521,-0.0000
4160,208000,1122.6,49.961,-30.133,-0.0022,-0.0006,-0.0012,0.0709,1.3608,1.3522,-0.0001
4180,209000,1127.7,47.962,-27.486,-0.0022,-0.0007,-0.0013,0.0362,1.3734,1.3606,0.0001
4200,,,,,,,,,,,
4200,210000,1135.1,56.900,-32.194,-0.0023,-0.0013,-0.0013,0.0699,1.3527,1.3307,-0.0001
4220,211000,1140.2,57.709,-36.391,-0.0022,-0.0009,-0.0007,0.0935,1.3814,1.3316,0.0003
4240,212000,1145.2,40.666,-31.236,-0.0040,-0.0012,-0.0012,0.0513,1.3657,1.3253,0.0005
4260,213000,1150.5,41.452,-26.043,-0.0026,-0.0007,-0.0022,0.0506,1.3630,1.3716,-0.0000
4280,214000,1155.8,43.734,-29.814,-0.0016,-0.0016,-0.0013,0.0587,1.3427,1.3554,0.0003
4300,215000,1161.0,42.430,-24.109,-0.0023,-0.0007,-0.0027,0.0530,1.3586,1.3504,0.0005
4320,216000,1166.2,47.248,-25.503,-0.0023,-0.0012,-0.0014,0.0548,1.3541,1.3681,0.0002
4340,217000,1171.3,32.464,-20.527,-0.0019,-0.0017,-0.0018,0.0457,1.3373,1.3677,0.0007
4360,218000,1176.4,29.497,-19.431,-0.0023,-0.0020,-0.0014,0.0352,1.3744,1.3693,0.0014
4380,219000,1181.5,41.845,-24.199,-0.0019,-0.0019,-0.0008,0.0614,1.3570,1.4009,0.0022
4400,,,,,,,,,,,
4400,220000,1188.8,46.108,-26.006,-0.0020,-0.0017,-0.0015,0.0523,1.3519,1.3805,0.0003
4420,221000,1193.9,55.155,-33.604,-0.0026,-0.0017,-0.0020,0.0546,1.3397,1.3854,0.0004
4440,222000,1199.1,55.587,-34.476,-0.0023,-0.0015,-0.0006,0.0658,1.3522,1.3930,0.0002
4460,223000,1204.3,49.579,-38.454,-0.0021,-0.0006,-0.0015,0.0849,1.3286,1.3781,-0.0004
4480,224000,1209.5,56.016,-38.543,-0.0027,-0.0007,-0.0021,0.0749,1.3211,1.3894,0.0001
4500,225000,1214.8,56.016,-37.683,-0.0036,-0.0012,-0.0024,0.0823,1.3292,1.4073,-0.0001
4520,226000,1220.0,47.557,-28.568,-0.0034,-0.0009,-0.0013,0.0422,1.3443,1.3828,0.0002
4540,227000,1225.1,46.093,-29.119,-0.0019,-0.0013,-0.0017,0.0461,1.3199,1.3686,0.0005
4560,228000,1230.2,41.010,-25.108,-0.0022,-0.0008,-0.0008,0.0550,1.3023,1.3862,-0.0000
4580,229000,1235.4,38.911,-25.831,-0.0021,-0.0006,-0.0018,0.0513,1.3271,1.4080,0.0000
4600,,,,,,,,,,,
4600,230000,1242.7,46.920,-29.851,-0.0028,-0.0008,-0.0030,0.0446,1.3263,1.3952,0.0001
4620,231000,1248.0,38.874,-28.356,-0.0015,-0.0008,-0.0014,0.0258,1.3088,1.3952,0.0000
4640,232000,1253.1,32.031,-24.980,-0.0032,-0.0009,-0.0023,0.0591,1.3213,1.3604,0.0004
